Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
Q3ULF1	unreviewed	Uncharacterized protein	10090	Mus musculus	155	IPR036236	73..155
Q3ULL7	unreviewed	Uncharacterized protein	10090	Mus musculus	507	IPR036236	247..374,373..430,430..486
Q3ULR3	unreviewed	Uncharacterized protein	10090	Mus musculus	393	IPR036236	110..204,222..275,274..331,330..387
Q3ULY8	unreviewed	Zinc finger and BTB domain-containing protein 37	10090	Mus musculus	504	IPR036236	376..449
Q3UM09	unreviewed	Early growth response protein	10090	Mus musculus	533	IPR036236	327..412
Q3UM76	unreviewed	Zinc finger and BTB domain-containing protein 21	10090	Mus musculus	1062	IPR036236	542..583,667..697,709..745,746..769,770..808,905..955
Q3UMB7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	655	IPR036236	316..411,410..467,466..523,522..579,592..644
Q3UME7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	267	IPR036236	116..192
Q3UMJ0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	624	IPR036236	410..471
Q3UMJ8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	596	IPR036236	480..509,527..587
Q3UML8	unreviewed	Zinc finger protein 431-like	10090	Mus musculus	561	IPR036236	78..166,171..224,223..355,353..402,402..458,457..551
Q3UP18	unreviewed	Uncharacterized protein	10090	Mus musculus	559	IPR036236	137..232,231..288,288..344,343..400,399..456,455..549
Q3UPB5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	462	IPR036236	48..105,110..160,159..216,215..294,299..356,355..449
Q3UPC8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1262	IPR036236	983..1033
Q3UPQ5	unreviewed	Zinc finger protein 160	10090	Mus musculus	650	IPR036236	144..196,210..267,266..323,322..379,378..435,434..512,518..649
Q3UPQ8	unreviewed	Homeobox domain-containing protein	10090	Mus musculus	951	IPR036236	103..158
Q3UPV7	unreviewed	Uncharacterized protein	10090	Mus musculus	304	IPR036236	90..168,173..230,243..295
Q3UPV8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	180	IPR036236	1..133
Q3UQ14	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	377	IPR036236	44..93,127..222,222..278,277..371
Q3UQ17	unreviewed	Zinc finger and BTB domain containing 16	10090	Mus musculus	673	IPR036236	419..470,499..555,555..648
Q3UQ33	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	387	IPR036236	56..108,328..377
Q3UQI7	unreviewed	Uncharacterized protein	10090	Mus musculus	534	IPR036236	191..290,289..346,345..402,402..458,457..514
Q3UQJ9	unreviewed	Zinc finger transcription factor Trps1	10090	Mus musculus	1240	IPR036236	1175..1222
Q3UQL6	unreviewed	Zinc finger protein 772	10090	Mus musculus	416	IPR036236	201..258,257..314,313..416
Q3UQR2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	678	IPR036236	12..101,152..202
Q3UQW2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	678	IPR036236	12..101,152..202
Q3UR19	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	439	IPR036236	275..330,329..376
Q3URA1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	365	IPR036236	14..70,77..170,173..231,231..288,288..345
Q3URA9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	478	IPR036236	372..448
Q3URI6	unreviewed	Zinc finger protein 560	10090	Mus musculus	754	IPR036236	232..288,287..366,371..428,427..484,483..540,539..596,595..652,651..708
Q3URK4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	264	IPR036236	9..59
Q3URR7	reviewed	Zinc finger and SCAN domain-containing protein 10	10090	Mus musculus	782	IPR036236	376..462,479..505,523..618,617..674,674..776
Q3URS2	reviewed	Zinc finger and SCAN domain containing protein 4F	10090	Mus musculus	506	IPR036236	393..446,446..498
Q3URU2	reviewed	Paternally-expressed gene 3 protein	10090	Mus musculus	1571	IPR036236	324..400,427..458,515..566,844..877,1090..1169,1210..1285,1487..1569
Q3URW5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1215	IPR036236	211..263,278..328,985..1073
Q3URY5	unreviewed	Zinc finger protein 941	10090	Mus musculus	674	IPR036236	333..469,498..593,592..649
Q3US05	unreviewed	Uncharacterized protein	10090	Mus musculus	648	IPR036236	170..265,265..321,320..376,375..432,431..488,488..544,543..641
Q3US10	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	835	IPR036236	378..427,743..825
Q3US17	reviewed	Zinc finger protein 48	10090	Mus musculus	591	IPR036236	81..139,161..213,255..348,421..473,515..566
Q3US39	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	158	IPR036236	2..31
Q3US59	unreviewed	Predicted gene, 28047	10090	Mus musculus	414	IPR036236	3..31
Q3US60	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	128	IPR036236	1..86
Q3USR8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	596	IPR036236	264..357,364..416,436..462,468..541,551..587
Q3USU9	unreviewed	Zinc finger protein 251	10090	Mus musculus	632	IPR036236	200..295,294..351,350..407,407..504,534..588
Q3UT17	unreviewed	RIKEN cDNA 5730507C01 gene	10090	Mus musculus	392	IPR036236	110..209,209..265,264..367
Q3UT31	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	312	IPR036236	2..101,100..157,157..213,212..310
Q3UTC5	unreviewed	Zinc finger BED domain-containing protein 3	10090	Mus musculus	228	IPR036236	36..95
Q3UTF4	unreviewed	Zinc finger protein 114	10090	Mus musculus	585	IPR036236	276..371,371..427,427..483,482..576
Q3UTN3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	613	IPR036236	505..611
Q3UTP2	unreviewed	Zinc finger protein 606	10090	Mus musculus	663	IPR036236	286..334,358..412,411..468,467..546,551..608,607..662
Q3UTQ6	unreviewed	Zinc finger protein 868	10090	Mus musculus	422	IPR036236	153..248,265..359,358..410
Q3UTQ7	reviewed	PR domain zinc finger protein 10	10090	Mus musculus	1184	IPR036236	518..632,629..680
Q3UUI7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	196	IPR036236	86..191
Q3UUP5	unreviewed	Zinc finger protein 45	10090	Mus musculus	486	IPR036236	159..256,256..312,311..368,368..461
Q3UUV0	unreviewed	Matrin-type domain-containing protein	10090	Mus musculus	791	IPR036236	576..607
Q3UVF6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	752	IPR036236	97..189,195..294,294..350,349..406,406..462,461..518,518..574,573..630,630..686,685..742
Q3UVL3	unreviewed	Zinc finger protein 872	10090	Mus musculus	465	IPR036236	76..125,136..231,230..287,286..365,370..464
Q3UWE4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	667	IPR036236	53..101
Q3UWJ2	unreviewed	Uncharacterized protein	10090	Mus musculus	625	IPR036236	79..174,173..230,230..286,285..342,342..398,397..454,453..510,509..566,565..622
Q3UX68	unreviewed	Uncharacterized protein	10090	Mus musculus	531	IPR036236	194..309,314..371,370..427,426..524
Q3UXX7	unreviewed	CCHC FOG-type domain-containing protein	10090	Mus musculus	222	IPR036236	186..216
Q3UY47	unreviewed	Zinc finger protein 78	10090	Mus musculus	512	IPR036236	201..298,297..354,353..410,410..511
Q3UYP7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	173	IPR036236	14..71,70..164
Q3UYR1	unreviewed	Zinc finger protein 1 homolog	10090	Mus musculus	389	IPR036236	145..234,233..290,289..387
Q3UYR8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	433	IPR036236	65..117,121..173,194..245,247..339
Q3UYW4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	876	IPR036236	262..310
Q3UYZ8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	598	IPR036236	127..220,227..279,299..325,330..404,414..450
Q3UZ26	unreviewed	Zinc finger protein 728-like	10090	Mus musculus	625	IPR036236	79..174,173..230,230..286,285..342,342..398,397..454,453..510,509..566,565..622
Q3UZ96	unreviewed	Zinc finger protein SNAI2	10090	Mus musculus	269	IPR036236	127..261
Q3UZD5	reviewed	Putative histone-lysine N-methyltransferase PRDM6	10090	Mus musculus	596	IPR036236	482..576
Q3UZI7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	496	IPR036236	49..178,187..237
Q3UZS6	unreviewed	Zinc finger protein 420-like	10090	Mus musculus	774	IPR036236	205..300,299..356,355..412,411..468,467..525,524..581,580..658,664..758
Q3UZU7	unreviewed	Early growth response protein	10090	Mus musculus	421	IPR036236	215..304
Q3UZY6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	572	IPR036236	291..427,431..483
Q3V017	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1167	IPR036236	20..114,363..419,515..567,574..622,631..686,688..788,813..864,1049..1103,1111..1161
Q3V041	unreviewed	Zinc finger protein 612	10090	Mus musculus	633	IPR036236	184..279,279..335,335..391,390..447,446..524,530..624
Q3V080	reviewed	Zinc finger protein 583	10090	Mus musculus	568	IPR036236	210..304,303..382,387..444,443..537
Q3V0C1	reviewed	Zinc finger matrin-type protein 1	10090	Mus musculus	714	IPR036236	72..126,206..267
Q3V0S5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	158	IPR036236	17..154
Q3V142	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	580	IPR036236	75..219,225..281,280..359,364..421,420..498,504..560
Q3V1D8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	610	IPR036236	242..337,371..422,424..516
Q3V1G7	unreviewed	Uncharacterized protein	10090	Mus musculus	391	IPR036236	159..213
Q3V1H6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	764	IPR036236	503..558
Q3V1P9	unreviewed	Uncharacterized protein	10090	Mus musculus	534	IPR036236	213..339,345..401,400..503
Q3V1Q5	unreviewed	Zinc finger and BTB domain-containing protein 2	10090	Mus musculus	514	IPR036236	249..279,360..408,444..470
Q3V1S4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	206	IPR036236	20..76,82..132
Q3V1X2	unreviewed	Uncharacterized protein	10090	Mus musculus	888	IPR036236	72..116,135..230,230..286,302..397,396..453,453..509,509..565,564..621,620..677,676..733,732..789,789..882
Q3V232	unreviewed	Zinc finger protein 709	10090	Mus musculus	473	IPR036236	91..186,186..242,241..339,355..448
Q3V277	unreviewed	Zinc finger and BTB domain-containing protein 1	10090	Mus musculus	713	IPR036236	575..624,633..684
Q3V293	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	354	IPR036236	285..353
Q3V2G0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	98	IPR036236	31..78
Q3V362	unreviewed	Zinc finger protein 251	10090	Mus musculus	622	IPR036236	195..290,289..346,345..402,402..499,529..583
Q3V3P9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	70	IPR036236	12..60
Q3V3V8	unreviewed	Zinc finger protein 773	10090	Mus musculus	471	IPR036236	249..306,306..362,362..459
Q3V3W4	unreviewed	Zinc finger and BTB domain containing 2	10090	Mus musculus	514	IPR036236	249..279,360..408,444..470
Q3ZB14	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	349	IPR036236	228..317
Q3ZB15	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	385	IPR036236	264..353
Q496R7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	386	IPR036236	265..354
Q497V9	unreviewed	Zinc finger protein 791	10090	Mus musculus	528	IPR036236	94..189,191..252,259..318,317..374,373..430,429..523
Q499D5	unreviewed	Zinc finger protein 235	10090	Mus musculus	702	IPR036236	281..376,376..432,432..488,488..544,544..600,599..697
Q499D6	unreviewed	Trps1 protein	10090	Mus musculus	1281	IPR036236	1216..1263
Q499F8	unreviewed	Zinc finger protein 445	10090	Mus musculus	986	IPR036236	469..520,551..603,631..680,719..768,794..846,933..983
Q4FK13	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	503	IPR036236	161..247,250..302,308..361
Q4FK48	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	264	IPR036236	151..255
Q4FZD0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	466	IPR036236	12..62,260..308
Q4KL68	unreviewed	AI987944 protein	10090	Mus musculus	403	IPR036236	52..108,107..162,164..243,242..299,298..403
Q4QQP3	unreviewed	Zinc finger protein 729a	10090	Mus musculus	973	IPR036236	86..184,183..240,239..296,295..393,407..464,463..520,519..576,575..632,631..688,687..744,743..800,799..856,855..949
Q4VA13	unreviewed	OTTMUSG00000011070 protein	10090	Mus musculus	630	IPR036236	179..295,301..379,385..441,441..519,525..618
Q4VA40	unreviewed	Zfp473 protein	10090	Mus musculus	891	IPR036236	203..232,262..289,371..413,439..580,625..677,696..789,789..891
Q4VA42	unreviewed	Zinc finger protein 799	10090	Mus musculus	648	IPR036236	194..370,369..426,425..482,481..538,537..631
Q4VA44	reviewed	Zinc finger protein 664	10090	Mus musculus	261	IPR036236	2..96,95..152,151..249
Q4VA54	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	531	IPR036236	250..386,390..442
Q4VA98	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	681	IPR036236	14..66,232..282,458..506
Q4VAD4	unreviewed	Zfp92 protein	10090	Mus musculus	375	IPR036236	139..234,233..331
Q4VBD9	reviewed	GDNF-inducible zinc finger protein 1	10090	Mus musculus	706	IPR036236	313..394,404..498,497..591
Q501L8	unreviewed	U1-type domain-containing protein	10090	Mus musculus	863	IPR036236	773..814
Q505G7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	415	IPR036236	150..180,261..309,345..371
Q505G8	reviewed	Zinc finger protein 827	10090	Mus musculus	1078	IPR036236	369..421,813..864,1012..1062
Q505K9	unreviewed	Zfp273 protein	10090	Mus musculus	501	IPR036236	79..174,174..230,229..286,285..342,341..398,397..495
Q52KG4	reviewed	Zinc finger and BTB domain-containing protein 45	10090	Mus musculus	520	IPR036236	412..504
Q52KI9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1216	IPR036236	938..988
Q52L69	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	511	IPR036236	235..292,291..348,347..404,403..497
Q53D70	unreviewed	ZFP28	10090	Mus musculus	819	IPR036236	369..465,464..521,520..577,576..633,632..689,688..782
Q544D6	unreviewed	Early growth response protein	10090	Mus musculus	533	IPR036236	327..412
Q544F9	unreviewed	BCL6 transcription repressor	10090	Mus musculus	707	IPR036236	517..677
Q544H8	unreviewed	Zinc finger and BTB domain-containing protein 14	10090	Mus musculus	449	IPR036236	278..407
Q545J5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	344	IPR036236	273..342
Q548L0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	794	IPR036236	179..273
Q562F8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	405	IPR036236	71..166,165..222,222..278,278..334,334..390
Q569E7	reviewed	Zinc finger protein 697	10090	Mus musculus	569	IPR036236	277..359,375..470,470..563
Q569M0	unreviewed	OTTMUSG00000016325 protein	10090	Mus musculus	350	IPR036236	96..188,187..244,243..300,299..350
Q569M1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	270	IPR036236	6..52,51..108,107..164,163..220,219..270
Q569U7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	328	IPR036236	50..194,226..303
Q569X3	unreviewed	U1 small nuclear ribonucleoprotein C	10090	Mus musculus	159	IPR036236	1..59
Q571D3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1234	IPR036236	728..821,824..876,881..933,972..1023,1042..1090,1093..1148
Q571F4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	539	IPR036236	155..243,480..529
Q571H7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	522	IPR036236	59..153,225..276,358..405,438..520
Q571J5	reviewed	Zinc finger protein 354C	10090	Mus musculus	560	IPR036236	216..311,310..367,367..423,422..479,478..535
Q5BJ24	unreviewed	Zinc finger and BTB domain containing 7B	10090	Mus musculus	544	IPR036236	364..452
Q5BKP3	unreviewed	B-cell CLL/lymphoma 6, member B	10090	Mus musculus	474	IPR036236	321..453
Q5BL04	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	518	IPR036236	48..105,117..216,215..272,271..350,355..412,411..505
Q5DTF8	unreviewed	MKIAA4236 protein	10090	Mus musculus	919	IPR036236	103..147,166..261,261..317,333..428,427..484,484..540,540..596,595..652,651..708,707..764,763..820,820..913
Q5DTG4	unreviewed	Zinc finger protein 3	10090	Mus musculus	450	IPR036236	175..221,220..277,276..333,332..389,389..436
Q5DTG5	unreviewed	Zinc finger homeobox 3	10090	Mus musculus	1123	IPR036236	424..469
Q5DTG8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	543	IPR036236	222..308,310..399,409..459,477..534
Q5DTH6	unreviewed	MKIAA4205 protein	10090	Mus musculus	653	IPR036236	404..499,498..555,554..648
Q5DTI5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	168	IPR036236	64..93,97..131
Q5DTL2	unreviewed	Zinc fingers and homeoboxes protein 1	10090	Mus musculus	906	IPR036236	93..128,130..185
Q5DU09	reviewed	Zinc finger protein 652	10090	Mus musculus	608	IPR036236	244..291,297..415,421..477
Q5DU63	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	174	IPR036236	30..79,95..147
Q5F293	reviewed	Zinc finger and BTB domain-containing protein 4	10090	Mus musculus	982	IPR036236	208..307,307..359
Q5FWV9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	409	IPR036236	285..367
Q5GGW4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	55	IPR036236	2..54
Q5GGW5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	327	IPR036236	56..82,268..317
Q5JC30	unreviewed	KRAB zinc-finger protein	10090	Mus musculus	535	IPR036236	172..267,266..323,322..379,378..435,434..528
Q5NBY9	reviewed	POZ (BTB) and AT hook-containing zinc finger 1	10090	Mus musculus	687	IPR036236	354..451,465..519,595..629
Q5NBZ1	unreviewed	POZ (BTB) and AT hook containing zinc finger 1	10090	Mus musculus	537	IPR036236	354..451
Q5NBZ2	unreviewed	POZ (BTB) and AT hook containing zinc finger 1	10090	Mus musculus	537	IPR036236	354..446
Q5NC63	unreviewed	Predicted gene 12258	10090	Mus musculus	627	IPR036236	245..293,365..414,428..523,522..620
Q5NCH7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	425	IPR036236	71..104,117..212,211..268,267..324,323..417
Q5PPQ4	unreviewed	Zinc finger protein 658	10090	Mus musculus	887	IPR036236	282..337,336..393,392..449,448..505,504..583,589..645,644..723,728..785,785..882
Q5PPR4	unreviewed	Zfp354a protein	10090	Mus musculus	571	IPR036236	181..307,318..411,415..469,468..562
Q5QKN3	unreviewed	KRAB zinc finger protein	10090	Mus musculus	333	IPR036236	122..200,205..262,261..318
Q5QR90	unreviewed	Transcription factor Sp8	10090	Mus musculus	486	IPR036236	370..440
Q5RJ54	reviewed	Zinc finger and SCAN domain-containing protein 26	10090	Mus musculus	466	IPR036236	268..363,362..460
Q5RM08	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	410	IPR036236	287..356
Q5STS9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	835	IPR036236	378..427,743..825
Q5SVS9	unreviewed	Zinc finger protein 287	10090	Mus musculus	748	IPR036236	353..448,448..526,531..588,587..644,644..737
Q5SWT7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	79	IPR036236	53..78
Q5SWT9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	535	IPR036236	151..239,476..525
Q5SWU0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	428	IPR036236	56..137,369..418
Q5SXC3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	336	IPR036236	8..103
Q5SXC4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	518	IPR036236	71..100,172..270
Q5SXI5	reviewed	Zinc finger protein 496	10090	Mus musculus	585	IPR036236	400..483,520..573
Q5SZT6	unreviewed	Zinc finger with KRAB and SCAN domains 4	10090	Mus musculus	480	IPR036236	251..387,419..470
Q5U3M3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	655	IPR036236	316..411,410..489,494..573,578..635
Q5U406	unreviewed	Zinc finger protein 78	10090	Mus musculus	512	IPR036236	201..298,297..354,353..410,410..511
Q5U4A6	unreviewed	Zinc finger protein 760	10090	Mus musculus	666	IPR036236	184..273,273..329,328..385,384..441,441..497,496..553,553..650
Q5U4E2	reviewed	DNA-binding protein REPIN1	10090	Mus musculus	545	IPR036236	50..194,226..303,353..446,445..543
Q5U4F7	unreviewed	Predicted gene, OTTMUSG00000010673	10090	Mus musculus	519	IPR036236	193..247,247..303,303..359,359..415,415..471,471..519
Q5U4H1	unreviewed	Uncharacterized protein	10090	Mus musculus	385	IPR036236	101..195,195..251,251..307,307..363
Q5U5L4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	351	IPR036236	10..60
Q5XK21	unreviewed	Trps1 protein	10090	Mus musculus	1013	IPR036236	948..995
Q5YB37	unreviewed	Brain specific protein 2	10090	Mus musculus	713	IPR036236	575..624,633..684
Q60585	reviewed	Zinc finger protein 30	10090	Mus musculus	533	IPR036236	170..302,320..377,376..433,432..526
Q60636	reviewed	PR domain zinc finger protein 1	10090	Mus musculus	856	IPR036236	606..736
Q60694	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	522	IPR036236	166..308
Q60793	reviewed	Krueppel-like factor 4	10090	Mus musculus	483	IPR036236	414..482
Q60821	reviewed	Zinc finger and BTB domain-containing protein 17	10090	Mus musculus	794	IPR036236	296..440,446..502,502..629,707..734
Q60843	reviewed	Krueppel-like factor 2	10090	Mus musculus	354	IPR036236	285..353
Q60912	unreviewed	KRAB-zinc finger protein 70	10090	Mus musculus	118	IPR036236	71..116
Q60913	unreviewed	KRAB-zinc finger protein 71	10090	Mus musculus	130	IPR036236	60..113
Q60914	unreviewed	KRAB-zinc finger protein 72	10090	Mus musculus	107	IPR036236	50..102
Q60915	unreviewed	KRAB-zinc finger protein 73	10090	Mus musculus	123	IPR036236	61..117
Q60916	unreviewed	KRAB-zinc finger protein 74	10090	Mus musculus	107	IPR036236	50..102
Q60920	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	134	IPR036236	9..104
Q60921	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	132	IPR036236	48..106
Q60922	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	99	IPR036236	47..98
Q60980	reviewed	Krueppel-like factor 3	10090	Mus musculus	344	IPR036236	273..342
Q61048	reviewed	WW domain-binding protein 4	10090	Mus musculus	376	IPR036236	9..50
Q61103	reviewed	Zinc finger protein ubi-d4	10090	Mus musculus	391	IPR036236	205..233
Q61116	reviewed	Zinc finger protein 235	10090	Mus musculus	645	IPR036236	283..378,378..434,434..490,490..546,546..643
Q61117	unreviewed	KRAB-containing zinc finger protein	10090	Mus musculus	480	IPR036236	153..250,250..306,305..362,362..455
Q61164	reviewed	Transcriptional repressor CTCF	10090	Mus musculus	736	IPR036236	264..357,364..416,436..462,467..541,551..587
Q61329	reviewed	Zinc finger homeobox protein 3	10090	Mus musculus	3726	IPR036236	717..758,1411..1458,1553..1626,1991..2355,2538..2740,3027..3072
Q61464	reviewed	Zinc finger protein 638	10090	Mus musculus	1960	IPR036236	1903..1952
Q61467	reviewed	Zinc finger protein ZIC 4	10090	Mus musculus	341	IPR036236	192..247,252..298
Q61491	unreviewed	DNA-binding protein	10090	Mus musculus	546	IPR036236	110..204,222..275,274..331,330..387,386..443,442..540
Q61596	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	480	IPR036236	383..454
Q61602	reviewed	Transcriptional activator GLI3	10090	Mus musculus	1583	IPR036236	480..509,527..634
Q61624	reviewed	Zinc finger protein 148	10090	Mus musculus	794	IPR036236	179..273
Q61751	reviewed	Zinc finger protein 354A	10090	Mus musculus	572	IPR036236	182..308,319..412,416..470,469..563
Q61778	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	149	IPR036236	1..52,52..145
Q61898	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	710	IPR036236	141..236,235..292,291..348,347..404,403..461,460..517,516..594,600..694
Q61967	reviewed	Zinc finger protein 90	10090	Mus musculus	636	IPR036236	192..259,258..315,314..412,441..474,492..624
Q62203	reviewed	Splicing factor 3A subunit 2	10090	Mus musculus	475	IPR036236	48..87
Q62241	reviewed	U1 small nuclear ribonucleoprotein C	10090	Mus musculus	159	IPR036236	1..59
Q62255	reviewed	Sal-like protein 3	10090	Mus musculus	1320	IPR036236	427..477,691..777,998..1047,1131..1183
Q62396	reviewed	Zinc finger protein 92	10090	Mus musculus	488	IPR036236	139..234,233..290,289..374,401..435
Q62445	reviewed	Transcription factor Sp4	10090	Mus musculus	782	IPR036236	659..731
Q62511	reviewed	E3 ubiquitin-protein ligase ZFP91	10090	Mus musculus	572	IPR036236	313..342,355..450
Q62512	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	346	IPR036236	1..100,99..156,155..212,211..268,267..346
Q62513	reviewed	Zinc finger protein 260	10090	Mus musculus	407	IPR036236	19..107,139..196,195..252,251..308,307..401
Q62516	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	290	IPR036236	9..126,134..188,187..281
Q62517	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	184	IPR036236	4..57,57..113,112..169
Q62518	unreviewed	Zinc finger protein	10090	Mus musculus	555	IPR036236	309..404,403..460,460..516
Q62520	reviewed	Zinc finger protein ZIC 2	10090	Mus musculus	530	IPR036236	314..415
Q62521	reviewed	Zinc finger protein ZIC 3	10090	Mus musculus	466	IPR036236	307..409
Q63ZV0	reviewed	Insulinoma-associated protein 1	10090	Mus musculus	521	IPR036236	272..322,369..402,451..499
Q63ZY0	unreviewed	Homeobox domain-containing protein	10090	Mus musculus	948	IPR036236	249..294
Q640L6	unreviewed	Atf2 protein	10090	Mus musculus	389	IPR036236	2..31
Q640M8	unreviewed	Transcription factor Sp8	10090	Mus musculus	443	IPR036236	327..397
Q640N4	unreviewed	Zinc finger protein 248	10090	Mus musculus	576	IPR036236	221..276,347..464,469..563
Q641M0	unreviewed	Uncharacterized protein	10090	Mus musculus	663	IPR036236	180..275,274..333,332..389,388..468,474..530,529..586,585..634
Q64247	unreviewed	Zinc finger protein	10090	Mus musculus	606	IPR036236	207..305,304..361,360..417,416..473,472..602
Q64318	reviewed	Zinc finger E-box-binding homeobox 1	10090	Mus musculus	1117	IPR036236	150..202,216..266,877..956
Q64321	reviewed	Zinc finger and BTB domain-containing protein 7B	10090	Mus musculus	544	IPR036236	364..452
Q64HY3	reviewed	Transcription factor Sp9	10090	Mus musculus	484	IPR036236	346..416
Q66JQ2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	351	IPR036236	2..134,133..190,189..246,246..339
Q66JW1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	326	IPR036236	167..265
Q66JZ1	unreviewed	Zinc finger protein 619	10090	Mus musculus	1161	IPR036236	189..283,283..339,338..395,394..451,450..505,520..619,618..675,674..731,747..841,840..934,952..1007,1006..1063,1062..1160
Q66L36	unreviewed	A630033E08Rik protein	10090	Mus musculus	773	IPR036236	191..247,247..303,320..437,442..521,526..605,610..667,667..764
Q68FE8	reviewed	Zinc finger protein 280D	10090	Mus musculus	974	IPR036236	401..451
Q69Z45	unreviewed	Zinc finger and BTB domain containing 34	10090	Mus musculus	527	IPR036236	399..475
Q69Z82	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	435	IPR036236	155..207,220..277,276..333,332..430
