Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Zinc finger	Coiled coil	Compositional bias	Domain [CC]	Domain [FT]	Repeat	Region	Protein families	Motif	Sequence similarities
Q6NS86	reviewed	ZN366_MOUSE	Zinc finger protein 366 (Dendritic cell-specific transcript protein) (DC-SCRIPT)	Znf366 Zfp366	Mus musculus (Mouse)	746	ZN_FING 250..272; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 278..300; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 306..328; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 334..356; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 362..384; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 390..412; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 418..440; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 446..468; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 474..496; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 502..524; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 530..553; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 613..627; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 675..689; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 1..64; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 452..746; /note="Interaction with NRIP1"; /evidence="ECO:0000250|UniProtKB:Q8N895"; REGION 587..689; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"		MOTIF 587..591; /note="PXDLS"; /evidence="ECO:0000250|UniProtKB:Q8N895"	
Q6NXK2	reviewed	ZN532_MOUSE	Zinc finger protein 532	Znf532 Kiaa1629 Zfp532	Mus musculus (Mouse)	1036	ZN_FING 615..634; /note="C2H2-type 1; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 751..775; /note="C2H2-type 2; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 784..807; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 814..840; /note="C2H2-type 4; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 938..961; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 999..1021; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 32..52; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 136..151; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 182..193; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 194..205; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 220..249; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 302..314; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 852..867; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 868..877; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 26..92; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 106..206; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 220..265; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 281..362; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 847..877; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 966..1000; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q6NZQ6	reviewed	ZN740_MOUSE	Zinc finger protein 740	Znf740 Zfp740	Mus musculus (Mouse)	180	ZN_FING 88..110; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 116..138; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 144..166; /note="C2H2-type 3; atypical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 1..11; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 31..56; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 1..62; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q6P0X2	reviewed	ZN511_MOUSE	Zinc finger protein 511	Znf511 Zfp511	Mus musculus (Mouse)	227	ZN_FING 80..105; /note="C2H2-type 1"; ZN_FING 107..130; /note="C2H2-type 2"; ZN_FING 144..169; /note="C2H2-type 3"						REGION 180..204; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q6P560	reviewed	ZN182_MOUSE	Zinc finger protein 182 (Zinc finger protein 21)	Znf182 Zfp182 Znf21	Mus musculus (Mouse)	627	ZN_FING 235..257; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 263..285; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 291..313; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 319..341; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 347..369; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 375..397; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 403..425; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 431..453; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 459..481; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 487..509; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 515..537; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 543..565; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 571..593; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 599..621; /note="C2H2-type 14"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"				DOMAIN 8..98; /note="KRAB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q6PD05	reviewed	ZN821_MOUSE	Zinc finger protein 821	Znf821 Zfp821	Mus musculus (Mouse)	413	ZN_FING 117..141; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 151..173; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"	COILED 260..367; /evidence="ECO:0000255"	COMPBIAS 58..67; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 26..83; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 279..320; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q6ZPY5	reviewed	ZN507_MOUSE	Zinc finger protein 507	Znf507 Kiaa1084 Zfp507	Mus musculus (Mouse)	941	ZN_FING 122..144; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 152..175; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 237..259; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 630..652; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 658..680; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 686..709; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 746..768; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 774..796; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 899..921; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 165..177; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 839..856; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 165..198; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 455..477; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 823..856; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q7TMA2	reviewed	ZN503_MOUSE	Zinc finger protein 503 (Zinc finger protein Nolz-1)	Znf503 Nolz1 Zfp503	Mus musculus (Mouse)	652	ZN_FING 520..548; /note="C2H2-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 1..11; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 221..230; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 254..263; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 1..72; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 126..283; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 296..338; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Elbow/Noc family		SIMILARITY: Belongs to the Elbow/Noc family. {ECO:0000305}.
Q7TNU6	reviewed	ZN250_MOUSE	Zinc finger protein 250 (Zinc finger protein 647)	Znf250 Zfp647 Znf647	Mus musculus (Mouse)	535	ZN_FING 174..196; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 202..224; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 230..252; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 258..280; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 286..308; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 314..336; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 342..364; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 370..392; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 398..420; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 426..448; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 454..476; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 482..504; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 510..532; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"				DOMAIN 17..88; /note="KRAB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q7TQG0	reviewed	ZBTB5_MOUSE	Zinc finger and BTB domain-containing protein 5 (Transcription factor ZNF-POZ)	Zbtb5 Kiaa0354	Mus musculus (Mouse)	670	ZN_FING 606..628; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 634..657; /note="C2H2-type 2; atypical"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 170..181; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 285..295; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 361..374; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 414..432; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 24..93; /note="BTB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00037"		REGION 158..256; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 268..382; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 414..433; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 442..470; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"			
Q7TSI0	reviewed	ZNF12_MOUSE	Zinc finger protein 12	Znf12 Zfp12	Mus musculus (Mouse)	686	ZN_FING 263..285; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 291..313; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 319..341; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 347..369; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 375..397; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 403..425; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 431..453; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 459..481; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 487..509; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 515..537; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 543..565; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 571..593; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 599..621; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 627..649; /note="C2H2-type 14"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 655..677; /note="C2H2-type 15"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 109..122; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 8..79; /note="KRAB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"		REGION 90..129; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 174..198; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q80V23	reviewed	ZNF32_MOUSE	Zinc finger protein 32 (Zinc finger protein 637)	Znf32 Zfp637	Mus musculus (Mouse)	272	ZN_FING 76..98; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 104..126; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 132..154; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 160..182; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 188..210; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 216..238; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 244..266; /note="CCHC-type"; /evidence="ECO:0000250|UniProtKB:P17041"		COMPBIAS 50..65; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 50..69; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q80VM4	reviewed	ZN579_MOUSE	Zinc finger protein 579	Znf579 Zfp579	Mus musculus (Mouse)	562	ZN_FING 46..68; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 74..96; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 102..125; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 267..289; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 295..317; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 382..404; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 410..432; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 439..461; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 1..11; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 17..35; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 187..197; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 512..525; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"				REGION 1..45; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 120..154; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 166..199; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 321..377; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 505..530; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q80W31	reviewed	ZN569_MOUSE	Zinc finger protein 569 (Mszf21) (Zinc finger protein 74) (Zfp-74)	Znf569 Zfp74	Mus musculus (Mouse)	679	ZN_FING 179..201; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 207..229; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 235..257; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 263..285; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 291..313; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 319..341; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 347..369; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 375..397; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 403..425; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 431..453; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 459..481; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 487..509; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 515..537; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 543..565; /note="C2H2-type 14"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 571..593; /note="C2H2-type 15"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 599..621; /note="C2H2-type 16"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 627..649; /note="C2H2-type 17"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 655..677; /note="C2H2-type 18"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"				DOMAIN 8..79; /note="KRAB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"			Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q80YP6	reviewed	ZIK1_MOUSE	Zinc finger protein interacting with ribonucleoprotein K	Zik1	Mus musculus (Mouse)	463	ZN_FING 215..237; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 243..265; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 271..293; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 299..321; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 327..349; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 355..377; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 383..405; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 411..433; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 439..461; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 174..191; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 192..201; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 14..89; /note="KRAB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"		REGION 106..128; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 171..211; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q810A1	reviewed	ZNF18_MOUSE	Zinc finger protein 18 (Zinc finger protein 535) (Zinc finger protein with KRAB and SCAN domains 6)	Znf18 Zfp535 Zkscan6	Mus musculus (Mouse)	556	ZN_FING 415..437; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 443..465; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 471..493; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 499..521; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 527..549; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"				DOMAIN 41..123; /note="SCAN box"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00187"; DOMAIN 218..291; /note="KRAB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00119"		REGION 169..195; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"	Krueppel C2H2-type zinc-finger protein family		SIMILARITY: Belongs to the krueppel C2H2-type zinc-finger protein family. {ECO:0000305}.
Q811F1	reviewed	ZBT41_MOUSE	Zinc finger and BTB domain-containing protein 41	Zbtb41	Mus musculus (Mouse)	908	ZN_FING 208..231; /note="C2H2-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 360..382; /note="C2H2-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 388..410; /note="C2H2-type 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 421..444; /note="C2H2-type 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 462..484; /note="C2H2-type 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 490..513; /note="C2H2-type 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 517..540; /note="C2H2-type 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 546..568; /note="C2H2-type 8"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 574..596; /note="C2H2-type 9"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 602..624; /note="C2H2-type 10"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 630..653; /note="C2H2-type 11"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 667..689; /note="C2H2-type 12"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 695..717; /note="C2H2-type 13"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"; ZN_FING 723..746; /note="C2H2-type 14"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00042"		COMPBIAS 252..261; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 267..276; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 279..296; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 297..336; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		DOMAIN 89..153; /note="BTB"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00037"		REGION 38..59; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 252..344; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"			
